"","work","collection"
"222","212_Максимов М.И._Патриотические песни: С прил. нот для пения и фортепиано / Соч. Михаила Максимова / Изд. 3-е","rsl"
"223","212_Максимов М.И._Патриотические песни: С прил. нот для пения и фортепиано / Соч. Михаила Максимова / Изд. 3-е","rozanov"
"224","213_Марков М._Мечты и были: В 3 ч. Ч. 1. Стихотворения","nlr"
"225","213_Марков М._Мечты и были: В 3 ч. Ч. 1. Стихотворения","rsl"
"226","213_Марков М._Мечты и были: В 3 ч. Ч. 1. Стихотворения","cz_slk"
"227","213_Марков М._Мечты и были: В 3 ч. Ч. 1. Стихотворения","fi_sl"
"228","213_Марков М._Мечты и были: В 3 ч. Ч. 1. Стихотворения","spbgu"
"229","214_Онисимова Д.А._Стихи бедной девицы, слепой дочери деревенского пономаря, сообщенные в Императорскую Российскую Академию, и от ней изданные","nlr"
"230","214_Онисимова Д.А._Стихи бедной девицы, слепой дочери деревенского пономаря, сообщенные в Императорскую Российскую Академию, и от ней изданные","rsl"
"231","214_Онисимова Д.А._Стихи бедной девицы, слепой дочери деревенского пономаря, сообщенные в Императорскую Российскую Академию, и от ней изданные","rozanov"
"232","216_Полежаев А.И._Арфа: Стихотворения Александра Полежаева","nlr"
"233","216_Полежаев А.И._Арфа: Стихотворения Александра Полежаева","rsl"
"234","216_Полежаев А.И._Арфа: Стихотворения Александра Полежаева","rozanov"
"235","216_Полежаев А.И._Арфа: Стихотворения Александра Полежаева","us_harvard"
"236","216_Полежаев А.И._Арфа: Стихотворения Александра Полежаева","cz_slk"
"237","216_Полежаев А.И._Арфа: Стихотворения Александра Полежаева","lt_vul"
"238","216_Полежаев А.И._Арфа: Стихотворения Александра Полежаева","fi_sl"
"239","217_Сушков Д.П._Стихотворения Д. Сушкова: Первая книжка","nlr"
"240","217_Сушков Д.П._Стихотворения Д. Сушкова: Первая книжка","rsl"
"241","217_Сушков Д.П._Стихотворения Д. Сушкова: Первая книжка","rozanov"
"242","217_Сушков Д.П._Стихотворения Д. Сушкова: Первая книжка","cz_slk"
"243","218_Теплова Н.С._Стихотворения Н. Тепловой. Изд. 2, умноженное","nlr"
