"","work","collection"
"174","951_Н. Ель-нов_Повесть страдальца : Соч. Н. Ель-нова и Отрывок и повести Анахорет","cz_slk"
"175","952_Орлов И._Пустынники, или жертвы несчастной любви : Повесть в стихах Ивана Орлова : В 2 ч.","nlr"
"176","952_Орлов И._Пустынники, или жертвы несчастной любви : Повесть в стихах Ивана Орлова : В 2 ч.","us_harvard"
"177","953_Покровский М._Разбойник : Повесть в стихах / Соч. [Медико-хирург. акад. студента] Матвея Покровского","nlr"
"178","953_Покровский М._Разбойник : Повесть в стихах / Соч. [Медико-хирург. акад. студента] Матвея Покровского","rsl"
"179","953_Покровский М._Разбойник : Повесть в стихах / Соч. [Медико-хирург. акад. студента] Матвея Покровского","us_harvard"
"180","953_Покровский М._Разбойник : Повесть в стихах / Соч. [Медико-хирург. акад. студента] Матвея Покровского","cz_slk"
"181","954_Фомин Н._Скитающийся странник, или ночной побег приговоренного к эшафоту : Повесть / Соч. Николая Фомина","nlr"
"182","954_Фомин Н._Скитающийся странник, или ночной побег приговоренного к эшафоту : Повесть / Соч. Николая Фомина","rozanov"
"183","954_Фомин Н._Скитающийся странник, или ночной побег приговоренного к эшафоту : Повесть / Соч. Николая Фомина","cz_slk"
"184","955_Ф. С-в_Студент : Стихотворная Повесть / Соч. Ф. С-ва","nlr"
"185","955_Ф. С-в_Студент : Стихотворная Повесть / Соч. Ф. С-ва","rozanov"
"186","956_Масальский К._Терпи казак, атаман будешь : Стихотворная повесть / Изд. 2-е","nlr"
"187","956_Масальский К._Терпи казак, атаман будешь : Стихотворная повесть / Изд. 2-е","rsl"
"188","956_Масальский К._Терпи казак, атаман будешь : Стихотворная повесть / Изд. 2-е","spbgu"
"189","957_Масальский К._Терпи казак, атаман будешь : Стихотворная повесть / Изд. 3-е","nlr"
"190","957_Масальский К._Терпи казак, атаман будешь : Стихотворная повесть / Изд. 3-е","rsl"
"191","957_Масальский К._Терпи казак, атаман будешь : Стихотворная повесть / Изд. 3-е","rozanov"
"192","957_Масальский К._Терпи казак, атаман будешь : Стихотворная повесть / Изд. 3-е","cz_slk"
"193","957_Масальский К._Терпи казак, атаман будешь : Стихотворная повесть / Изд. 3-е","fi_sl"
"194","957_Масальский К._Терпи казак, атаман будешь : Стихотворная повесть / Изд. 3-е","spbgu"
"195","961_Орлов А._Погребение купца, или Два, одно другому противные завещания для наследников : [В стихах] / Соч. Александра Орлова","nlr"
"196","961_Орлов А._Погребение купца, или Два, одно другому противные завещания для наследников : [В стихах] / Соч. Александра Орлова","rsl"
"197","961_Орлов А._Погребение купца, или Два, одно другому противные завещания для наследников : [В стихах] / Соч. Александра Орлова","cz_slk"
"198","962_Орлов А._Французская беглянка, или мадам Фено, из Москвы с Кузнецкого моста, в Париже / Соч. Александра Орлова","nlr"
"199","962_Орлов А._Французская беглянка, или мадам Фено, из Москвы с Кузнецкого моста, в Париже / Соч. Александра Орлова","rsl"
"200","962_Орлов А._Французская беглянка, или мадам Фено, из Москвы с Кузнецкого моста, в Париже / Соч. Александра Орлова","rozanov"
"201","966_Фоминский Ф._Баллада Светлана и ее жених суженый и ряженый / Соч. Федора Фоминского","nlr"
"202","991_Орлов А._Смерть купца, или Отеческое наставление сыну при конце жизни : [В стихах] / Соч. Александра Орлова","nlr"
"203","991_Орлов А._Смерть купца, или Отеческое наставление сыну при конце жизни : [В стихах] / Соч. Александра Орлова","rsl"
"204","991_Орлов А._Смерть купца, или Отеческое наставление сыну при конце жизни : [В стихах] / Соч. Александра Орлова","rozanov"
"205","991_Орлов А._Смерть купца, или Отеческое наставление сыну при конце жизни : [В стихах] / Соч. Александра Орлова","cz_slk"
