"","work","collection"
"76","484_Трегубов Е._Очерки картин из русской истории и народного предания : Стихотворение Е. Трегубова : В 3 [!4] отд-ниях","nlr"
"77","484_Трегубов Е._Очерки картин из русской истории и народного предания : Стихотворение Е. Трегубова : В 3 [!4] отд-ниях","rsl"
"78","485_Гончаровский Е._Москва и Кавказ : Повествоват. рассказ : Стихотворение Е... Гончаровского.","nlr"
"79","485_Гончаровский Е._Москва и Кавказ : Повествоват. рассказ : Стихотворение Е... Гончаровского.","rsl"
"80","486_NA_Тетушкины мемуары : [В стихах]","nlr"
"81","486_NA_Тетушкины мемуары : [В стихах]","rsl"
"82","487_С. С._Вечер в клубе : Шуточ. рассказ в стихах / Соч. С. С. - 2-е изд. с доп. [С изд. 1839 г.]","nlr"
"83","487_С. С._Вечер в клубе : Шуточ. рассказ в стихах / Соч. С. С. - 2-е изд. с доп. [С изд. 1839 г.]","rsl"
"84","488_NA_Записки молодого человека : В стихах. Кн. 1","nlr"
"85","489_Мятлев И._Тарантелла","nlr"
"86","489_Мятлев И._Тарантелла","rsl"
"87","491_Зотов В._Шкипер : Ист. сцены 1713 г., в стихах / Соч. В. Зотова","nlr"
"88","491_Зотов В._Шкипер : Ист. сцены 1713 г., в стихах / Соч. В. Зотова","rsl"
"89","492_Пальмов Ф._Иван Болван : [Повесть в стихах] : В 3 ч / Соч. Федора Пальмова.","nlr"
