"","work","signature"
"296","1846_549_Потапов В._Чудеса в решете, или Похождение купеческих сынков с купеческими прикащиками на Нижегородской ярмарке : Рус. нар. сцены в 3-х ч. и 8-ми карт. : С 10-ю новыми цыган. и хоровыми песнями / Соч. В.Ф. Потапова","nlr_1"
"297","1846_549_Потапов В._Чудеса в решете, или Похождение купеческих сынков с купеческими прикащиками на Нижегородской ярмарке : Рус. нар. сцены в 3-х ч. и 8-ми карт. : С 10-ю новыми цыган. и хоровыми песнями / Соч. В.Ф. Потапова","rsl"
"298","1846_550_NA_Дядя по носу глядя : [Сказка в стихах]","nlr_1"
"299","1846_550_NA_Дядя по носу глядя : [Сказка в стихах]","rsl"
"300","1846_551_Сумароков Д._Дальний боярин : Древ. сказка, которая на быль похожа / Соч. Дмитрия Сумарокова","nlr_1"
"301","1846_552_Потапов В._Мальчик с пальчик, или Мал золотник, да дорог! : Рус. сказка в 2-х ч. (в стихах) / Соч. В.Ф. Потапова. [Ч. 1-2]. [Ч. 1]","nlr_1"
"302","1846_553_Потапов В._Мальчик с пальчик, или Мал золотник, да дорог! : Рус. сказка в 2-х ч. (в стихах) / Соч. В.Ф. Потапова. [Ч. 1-2]. [Ч. 2]","nlr_1"
"303","1847_561_Минаев Д._Слава о Вещем Олеге : [В стихах] / Соч. Д. Минаева","nlr_1"
"304","1847_561_Минаев Д._Слава о Вещем Олеге : [В стихах] / Соч. Д. Минаева","rsl"
"305","1847_561_Минаев Д._Слава о Вещем Олеге : [В стихах] / Соч. Д. Минаева","roz_1"
"306","1847_565_В.П._Московский гостиный двор, или Искусство покупать и дешево и сердито! : Стихотворение, напис. с натуры : В 9 карт.","nlr_1"
"307","1847_565_В.П._Московский гостиный двор, или Искусство покупать и дешево и сердито! : Стихотворение, напис. с натуры : В 9 карт.","roz_1"
"308","1847_567_Дрейгарфен М._Кольцо : Повесть в стихах / Соч. М. Дрейгарфена","nlr_1"
"309","1847_567_Дрейгарфен М._Кольцо : Повесть в стихах / Соч. М. Дрейгарфена","rsl"
"310","1847_567_Дрейгарфен М._Кольцо : Повесть в стихах / Соч. М. Дрейгарфена","cz_slk"
"311","1847_573_Потапов В._Ерш Ершович Щетинников, или Волшебная сказка о гуслях-самогудах с присказками и с шуточками, с песнями и с прибауточками : В 4 ч., в стихах / Соч. В. Потапова","nlr_1"
"312","1847_573_Потапов В._Ерш Ершович Щетинников, или Волшебная сказка о гуслях-самогудах с присказками и с шуточками, с песнями и с прибауточками : В 4 ч., в стихах / Соч. В. Потапова","rsl"
"313","1847_576_В… Л…_Сказка о невеличке-птичке, или О двух счастливцах : [В стихах] / Соч. В... Л...","nlr_1"
"314","1847_576_В… Л…_Сказка о невеличке-птичке, или О двух счастливцах : [В стихах] / Соч. В... Л...","rsl"
"315","1847_577_NA_Сказка о Эдуарде-королевиче","nlr_1"
"316","1847_577_NA_Сказка о Эдуарде-королевиче","cz_slk"
"317","1847_578_Сушков Н.В._Москва : Поэма в лицах и действии, в 5 ч. / [Соч.] Н.В. Сушкова","nlr_1"
"318","1847_578_Сушков Н.В._Москва : Поэма в лицах и действии, в 5 ч. / [Соч.] Н.В. Сушкова","rsl"
"319","1847_578_Сушков Н.В._Москва : Поэма в лицах и действии, в 5 ч. / [Соч.] Н.В. Сушкова","cz_slk"
"320","1847_580_Вердеревский Е._Октавы / [Соч.] Е. Вердеревского. I : Больной (Рассказ в стихах)","nlr_1"
"321","1847_580_Вердеревский Е._Октавы / [Соч.] Е. Вердеревского. I : Больной (Рассказ в стихах)","rsl"
"322","1847_580_Вердеревский Е._Октавы / [Соч.] Е. Вердеревского. I : Больной (Рассказ в стихах)","fi_sl"
"323","1847_581_Вердеревский Е._Октавы / [Соч.] Е. Вердеревского. II : Вторая жизнь : (Рассказ в стихах из жизни ""здорового"") : Отрывки","nlr_1"
"324","1847_581_Вердеревский Е._Октавы / [Соч.] Е. Вердеревского. II : Вторая жизнь : (Рассказ в стихах из жизни ""здорового"") : Отрывки","rsl"
"325","1847_581_Вердеревский Е._Октавы / [Соч.] Е. Вердеревского. II : Вторая жизнь : (Рассказ в стихах из жизни ""здорового"") : Отрывки","fi_sl"
"326","1847_582_Алферьев В._Плащь [!], поэма Василья Алферьева","nlr_1"
"327","1847_582_Алферьев В._Плащь [!], поэма Василья Алферьева","rsl"
"328","1847_582_Алферьев В._Плащь [!], поэма Василья Алферьева","roz_1"
"329","1848_586_Костарев С._Бренко : Поэма / Соч. С. Костарева","nlr_1"
"330","1848_586_Костарев С._Бренко : Поэма / Соч. С. Костарева","rsl"
"331","1848_586_Костарев С._Бренко : Поэма / Соч. С. Костарева","roz_1"
"332","1848_586_Костарев С._Бренко : Поэма / Соч. С. Костарева","us_harvard"
"333","1848_586_Костарев С._Бренко : Поэма / Соч. С. Костарева","fi_sl"
"334","1848_588_Н. А._Дочь тайны : Повесть в стихах / Соч. Н.А.","nlr_1"
"335","1848_588_Н. А._Дочь тайны : Повесть в стихах / Соч. Н.А.","us_harvard"
"336","1848_588_Н. А._Дочь тайны : Повесть в стихах / Соч. Н.А.","cz_slk"
"337","1848_595_NA_Соловей разбойник, или Живой мертвец : Сказка, похожая на быль : (В стихах)","nlr_1"
"338","1848_595_NA_Соловей разбойник, или Живой мертвец : Сказка, похожая на быль : (В стихах)","rsl"
"339","1849_601_Данилевский Гр._Гвая-алир или мехиканские ночи : [Рассказ в стихах / Соч.] Гр. Данилевского","nlr_1"
"340","1849_601_Данилевский Гр._Гвая-алир или мехиканские ночи : [Рассказ в стихах / Соч.] Гр. Данилевского","rsl"
"341","1849_601_Данилевский Гр._Гвая-алир или мехиканские ночи : [Рассказ в стихах / Соч.] Гр. Данилевского","roz_1"
"342","1849_604_Раич С.Е._Арета. Сказание из времён Марка Аврелия [Поэма]: В 2 ч. Ч. 1.","rsl"
"343","1849_604_Раич С.Е._Арета. Сказание из времён Марка Аврелия [Поэма]: В 2 ч. Ч. 1.","roz_1"
"344","1849_604_Раич С.Е._Арета. Сказание из времён Марка Аврелия [Поэма]: В 2 ч. Ч. 1.","cz_slk"
"345","1849_605_Раич С.Е._Арета. Сказание из времён Марка Аврелия [Поэма]: В 2 ч. Ч. 2.","rsl"
"346","1849_609_NA_Торжественная поэма Киевлянина в восьмидесяти одной песне на рождение его императорского высочества государя, великого князя Владимира Александровича : [С прил.]","nlr_1"
"347","1849_609_NA_Торжественная поэма Киевлянина в восьмидесяти одной песне на рождение его императорского высочества государя, великого князя Владимира Александровича : [С прил.]","rsl"
"348","1849_609_NA_Торжественная поэма Киевлянина в восьмидесяти одной песне на рождение его императорского высочества государя, великого князя Владимира Александровича : [С прил.]","us_harvard"
"349","1849_610_NA_Радонежский пустынник, св. Сергий Чудотворец : Жизнеопис. стихотворение в девяти песнях / (Соч. авт. стихотворения: ""Хвалебное приношение веры святителю Митрофану..."")","nlr_1"
"350","1849_610_NA_Радонежский пустынник, св. Сергий Чудотворец : Жизнеопис. стихотворение в девяти песнях / (Соч. авт. стихотворения: ""Хвалебное приношение веры святителю Митрофану..."")","rsl"
"351","1849_610_NA_Радонежский пустынник, св. Сергий Чудотворец : Жизнеопис. стихотворение в девяти песнях / (Соч. авт. стихотворения: ""Хвалебное приношение веры святителю Митрофану..."")","cz_slk"
"352","1849_611_Владимиров М.С._Деревенский праздник, или Радостный ответ на царское слово : Соврем. нар. картина с песнями, написана по случаю высочайшего манифеста, последовавшего в марте месяце, М.С. Владимировым","nlr_1"
"353","1850_616_Павлов С._Краткий, в стихах, очерк С. Петербурга и другие мелкие стихотворения / [Соч.] Сергея Павлова","nlr_1"
"354","1850_616_Павлов С._Краткий, в стихах, очерк С. Петербурга и другие мелкие стихотворения / [Соч.] Сергея Павлова","rsl"
"355","1850_618_Голембовская М._Угощение сказкою о райской птичке и о чудном зеркальце / Соч. Марии Голембовской","nlr_1"
"356","1850_618_Голембовская М._Угощение сказкою о райской птичке и о чудном зеркальце / Соч. Марии Голембовской","rsl"
"357","1847_621_Потапов В._Конек-Горбунок с золотой щетинкой : Новая рус. сказка (в стихах) / Соч. В.Ф. Потапова / 1-е изд.","nlr_1"
"358","1850_622_NA_Похождение четырех русских матросов на необитаемом острове : Рассказ мужичка, серого армячка","nlr_1"
"359","1848_659_Унтерберг А. фон_Эмиль и Лора : Рассказ в стихах Александра фон Унтерберга","nlr_1"
"360","1848_659_Унтерберг А. фон_Эмиль и Лора : Рассказ в стихах Александра фон Унтерберга","fi_sl"
"361","1847_675_Потапов В._Конек-Горбунок и Мужичок с ноготок : Сказочка с шуточками, с присказками и с прибауточками, в стихах / Соч. В.Ф. Потапова.","nlr_1"
"362","1847_675_Потапов В._Конек-Горбунок и Мужичок с ноготок : Сказочка с шуточками, с присказками и с прибауточками, в стихах / Соч. В.Ф. Потапова.","rsl"
"363","1834_679_Краснопольский Н._Эдуард : Повесть [в стихах] Н. Красно-Польского. Ч. 1-2","nlr_1"
"364","1834_679_Краснопольский Н._Эдуард : Повесть [в стихах] Н. Красно-Польского. Ч. 1-2","cz_slk"
"365","1841_707_К. Е…._Месть за месть : (Древнее рус. нар. предание) : Повесть в стихах / Соч. К.Е.......","nlr_1"
"366","1841_707_К. Е…._Месть за месть : (Древнее рус. нар. предание) : Повесть в стихах / Соч. К.Е.......","rsl"
"367","1841_709_Орлов А._Малолеток, кормилец престарелого, обнищавшего отца своего, или Чистое родительское благословение : [В стихах] / Соч. Александра Орлова","nlr_1"
"368","1841_710_Орлов А._Погребение купца, или Два, одно другому противные завещания для наследников : [В стихах] / Соч. Александра Орлова","nlr_1"
"369","1841_710_Орлов А._Погребение купца, или Два, одно другому противные завещания для наследников : [В стихах] / Соч. Александра Орлова","rsl"
"370","1842_718_И. Руссо_Сказка об Игнаце Разувае, о прекрасной Людмиле, Приамской царевне, об алмазном замке, о чугунном мосте, о двенадцатиглавом змее и о волшебнике Колдоране : В вольных стихах / Соч. И. Руссо.","nlr_1"
"371","1843_721_Гребенка Е._Богдан : Сцены из жизни малороссийск. гетмана Зиновия Хмельницкого : [В стихах] / Соч. Е. Гребенка","nlr_1"
"372","1844_730_Зотов В._Шкипер : Ист. сцены 1713 г., в стихах / Соч. В. Зотова","nlr_1"
"373","1844_730_Зотов В._Шкипер : Ист. сцены 1713 г., в стихах / Соч. В. Зотова","rsl"
"374","1844_731_Пальмов Ф._Иван Болван : [Повесть в стихах] : В 3 ч / Соч. Федора Пальмова.","nlr_1"
"375","1846_740_Вахрушев Ф._Гусар : Повесть в стихах / Соч. Фомы Вахрушева","nlr_1"
"376","1846_748_NA_Московский толкучий рынок : Панорама в 6 карт. : (В стихах).","nlr_1"
"377","1846_748_NA_Московский толкучий рынок : Панорама в 6 карт. : (В стихах).","rsl"
"378","1847_758_Потапов В._Петушок - золотой гребешок, или Ведьмы на шабаше : Рус. сказочка для старых мужьев в 2 ч. (в стихах) / Соч. Василия Потапова","nlr_1"
"379","1847_759_Потапов В._Ванька-Каин : Рус. сказка (в стихах) : В 2 ч / Соч. В.Ф. Потапова","nlr_1"
"380","1848_765_NA_Солдатская сказка : [В стихах]","nlr_1"
"381","1848_776_Н.И._Поездка по железной дороге из Москвы в Петербург : Рассказ в стихах / Н.И","nlr_1"
"382","1848_776_Н.И._Поездка по железной дороге из Москвы в Петербург : Рассказ в стихах / Н.И","rsl"
"383","1848_778_Потапов В._Колдун на Сухаревой башне, или Искусство делать золото : Фантаст. рассказ лунатика : [В стихах] / Соч. В.Ф. Потапова.","nlr_1"
"384","1848_779_Потапов В._Алеша Попович, или Киевские ведьмы на шабаше : Волшебная сказка в 2 ч., в стихах / Соч. Василья [Ф.] Потапова","nlr_1"
"385","1848_784_NA_Московские свахи, или Купцы и купчики, купеческие жены и купеческие вдовушки : Рассказ в 4 карт. : [В стихах].","nlr_1"
"386","1848_784_NA_Московские свахи, или Купцы и купчики, купеческие жены и купеческие вдовушки : Рассказ в 4 карт. : [В стихах].","rsl"
"387","1848_788_Попов П._Московские скачки, или Слабые очерки из жизни двух знаменитых коннозаводчиков в России: графа Алексея Григорьевича Орлова-Чесменского и Федора Семеновича Мосолова : В стихах","nlr_1"
"388","1848_788_Попов П._Московские скачки, или Слабые очерки из жизни двух знаменитых коннозаводчиков в России: графа Алексея Григорьевича Орлова-Чесменского и Федора Семеновича Мосолова : В стихах","rsl"
"389","1849_795_NA_Сказка о Бур-Коровиче : [В стихах]","nlr_1"
"390","1849_795_NA_Сказка о Бур-Коровиче : [В стихах]","rsl"
"391","1849_812_Пальмин М._Сказка о семи братьях родных, молодцах удалых, рассказанная Мих. Пальминым : [В стихах] : В 2 ч.","nlr_1"
"392","1850_831_NA_Сказка о сыне откупщика, Иване-Найденыше : [В стихах].","nlr_1"
"393","1850_835_Вельтман А._Златой и Бела : Чеш. сказка : [В стихах] / Соч. А. Вельтмана.","nlr_1"
"394","1850_835_Вельтман А._Златой и Бела : Чеш. сказка : [В стихах] / Соч. А. Вельтмана.","rsl"
"395","1850_836_ъ...а Е.К._Женитьба царя Михаила Федоровича Романова : [Ист. повесть в стихах] / Соч. Ек. ъ....ой.","nlr_1"
"396","1850_838_Потапов В._Кот в сапогах : Рус. нар. сказка в 3 ч. (в стихах) / Соч. В.Ф. Потапова, авт. сказки Мужичок с ноготок, борода с локоток / Переизд.","nlr_1"
