"","work","collection"
"224","1832_767_А.И.Н. (изд.)_Радуга, или карманная книжка для любителей и любительниц чтения, на 1833 год. Издал. А.И.Н.","fi_sl"
"225","1832_768_Эртель В., Глебов А. (изд.)_Русский альманах на 1832 и 1833 годы","nlr"
"226","1832_768_Эртель В., Глебов А. (изд.)_Русский альманах на 1832 и 1833 годы","rsl"
"227","1832_768_Эртель В., Глебов А. (изд.)_Русский альманах на 1832 и 1833 годы","cz_slk"
"228","1832_768_Эртель В., Глебов А. (изд.)_Русский альманах на 1832 и 1833 годы","ee_ester"
"229","1832_768_Эртель В., Глебов А. (изд.)_Русский альманах на 1832 и 1833 годы","fi_sl"
"230","1831_769_NA_Северные цветы на 1832 год","nlr"
"231","1831_769_NA_Северные цветы на 1832 год","cz_slk"
"232","1831_769_NA_Северные цветы на 1832 год","ee_ester"
"233","1832_770_Глухарев И. (изд.)_Улыбка весны. Альманах на 1832 год. Изд. Н. Глухаревым","nlr"
"234","1832_770_Глухарев И. (изд.)_Улыбка весны. Альманах на 1832 год. Изд. Н. Глухаревым","rsl"
"235","1832_770_Глухарев И. (изд.)_Улыбка весны. Альманах на 1832 год. Изд. Н. Глухаревым","fi_sl"
"236","1831_773_NA_Венера, или собрание стихотворений разных авторов. 4 ч. Иждивением Московского купца Осипа Ивановича Хрусталева","nlr"
"237","1831_773_NA_Венера, или собрание стихотворений разных авторов. 4 ч. Иждивением Московского купца Осипа Ивановича Хрусталева","rsl"
"238","1831_773_NA_Венера, или собрание стихотворений разных авторов. 4 ч. Иждивением Московского купца Осипа Ивановича Хрусталева","fi_sl"
"239","1832_849_NA_Лира Грации. Подарок на Новый год любительницам и любителям пения, или новейшее собрание романсов и песен","nlr"
"240","1832_849_NA_Лира Грации. Подарок на Новый год любительницам и любителям пения, или новейшее собрание романсов и песен","rsl"
"241","1831_855_NA_Три русские народные песни, на пребывание Высочайшего Двора в Москве","nlr"
"242","1831_855_NA_Три русские народные песни, на пребывание Высочайшего Двора в Москве","us_harvard"
"243","1831_857_NA_Эвтерпа, или собрание новейших романсов, баллад и песен известнейших и любимых Русских поэтов","nlr"
"244","1831_857_NA_Эвтерпа, или собрание новейших романсов, баллад и песен известнейших и любимых Русских поэтов","rsl"
"245","1833_858_NA_Эрато. Приношение прекрасному полу, или собрание новейших, отборных и употребительных романсов и песен","nlr"
"246","1833_858_NA_Эрато. Приношение прекрасному полу, или собрание новейших, отборных и употребительных романсов и песен","rsl"
"247","1833_858_NA_Эрато. Приношение прекрасному полу, или собрание новейших, отборных и употребительных романсов и песен","fi_sl"
"248","1831_894_Рябинин П., Комисаров Д._Северные семена на 1831 год. Собрание прозы и стихотворений Петра Рябинина и Дмитрия коммисарова","nlr"
"249","1831_894_Рябинин П., Комисаров Д._Северные семена на 1831 год. Собрание прозы и стихотворений Петра Рябинина и Дмитрия коммисарова","rsl"
"250","1831_894_Рябинин П., Комисаров Д._Северные семена на 1831 год. Собрание прозы и стихотворений Петра Рябинина и Дмитрия коммисарова","fi_sl"
"251","1831_896_Аладьин Е. (изд.)_Невский альманах на 1831 год, изд. Е. Аладьиным","nlr"
"252","1830_897_Дельвиг А. (изд.)_Северные цветы на 1831 год","nlr"
"253","1830_897_Дельвиг А. (изд.)_Северные цветы на 1831 год","rsl"
"254","1830_897_Дельвиг А. (изд.)_Северные цветы на 1831 год","cz_slk"
"255","1830_897_Дельвиг А. (изд.)_Северные цветы на 1831 год","ee_ester"
"256","1830_898_Аладьин Е. (изд.)_Подснежник на 1830 год","rsl"
"257","1830_898_Аладьин Е. (изд.)_Подснежник на 1830 год","ee_ester"
"258","1830_898_Аладьин Е. (изд.)_Подснежник на 1830 год","fi_sl"
"259","1830_899_Коншин Н., Розен Е. (изд.)_Царское село, альманах на 1830 год","cz_slk"
"260","1830_899_Коншин Н., Розен Е. (изд.)_Царское село, альманах на 1830 год","fi_sl"
"261","1830_900_Максимович М. (изд.)_Денница, альманах на 1830 год","us_harvard"
"262","1830_900_Максимович М. (изд.)_Денница, альманах на 1830 год","fi_sl"
"263","1830_902_Арапов П., Новиков Д. (изд.)_Радуга, литературный и музыкальный альманах на 1830 год","us_harvard"
"264","1830_902_Арапов П., Новиков Д. (изд.)_Радуга, литературный и музыкальный альманах на 1830 год","cz_slk"
"265","1830_902_Арапов П., Новиков Д. (изд.)_Радуга, литературный и музыкальный альманах на 1830 год","fi_sl"
"266","1830_903_NA_Эхо, литературный альманах на 1830 год","rsl"
"267","1830_903_NA_Эхо, литературный альманах на 1830 год","cz_slk"
"268","1830_903_NA_Эхо, литературный альманах на 1830 год","fi_sl"
"269","1830_904_Селиванов И. (изд.)_Комета, альманах на 1830 год, изд. И. Селивановым","nlr"
"270","1830_904_Селиванов И. (изд.)_Комета, альманах на 1830 год, изд. И. Селивановым","rsl"
"271","1830_904_Селиванов И. (изд.)_Комета, альманах на 1830 год, изд. И. Селивановым","fi_sl"
"272","1830_905_Петров А., крестьянин Г.П. Бубнов (изд.)_Весенние цветы, подарок для Светлого Праздника на 1830 год, изд. Алексей Петров","rsl"
"273","1830_905_Петров А., крестьянин Г.П. Бубнов (изд.)_Весенние цветы, подарок для Светлого Праздника на 1830 год, изд. Алексей Петров","fi_sl"
"274","1831_906_Барон Розен (изд.)_Альциона, Альманах на 1831 год","rsl"
"275","1831_906_Барон Розен (изд.)_Альциона, Альманах на 1831 год","cz_slk"
"276","1832_907_Барон Розен (изд.)_Альциона, Альманах на 1832 год","rsl"
"277","1832_907_Барон Розен (изд.)_Альциона, Альманах на 1832 год","ee_ester"
"278","1831_909_Соловьев Ф. (изд.)_Северное сияние, альманах на 1831 год","rsl"
"279","1831_909_Соловьев Ф. (изд.)_Северное сияние, альманах на 1831 год","us_harvard"
"280","1831_909_Соловьев Ф. (изд.)_Северное сияние, альманах на 1831 год","fi_sl"
"281","1831_910_NA_Сиротка, литературный альманах на 1831 год, изд. в пользу заведения призрения бедных сирот","rsl"
"282","1831_910_NA_Сиротка, литературный альманах на 1831 год, изд. в пользу заведения призрения бедных сирот","us_harvard"
"283","1831_910_NA_Сиротка, литературный альманах на 1831 год, изд. в пользу заведения призрения бедных сирот","cz_slk"
"284","1831_910_NA_Сиротка, литературный альманах на 1831 год, изд. в пользу заведения призрения бедных сирот","fi_sl"
"285","1831_911_Морозов П., Розенберг М. (изд.)_Одесский альманах на 1831 год","rsl"
"286","1831_911_Морозов П., Розенберг М. (изд.)_Одесский альманах на 1831 год","cz_slk"
"287","1831_911_Морозов П., Розенберг М. (изд.)_Одесский альманах на 1831 год","fi_sl"
"288","1831_912_NA_Украинский альманах","nlr"
"289","1831_912_NA_Украинский альманах","rsl"
"290","1831_913_NA_Цинтия, Альманах на 1832 год","rsl"
"291","1831_913_NA_Цинтия, Альманах на 1832 год","us_harvard"
"292","1831_913_NA_Цинтия, Альманах на 1832 год","cz_slk"
"293","1831_913_NA_Цинтия, Альманах на 1832 год","fi_sl"
"294","1830_916_NA_Роза граций, или собрание стихотворений для прекрасного пола","nlr"
"295","1830_916_NA_Роза граций, или собрание стихотворений для прекрасного пола","rsl"
"296","1832_977_Пуговишников А., Соболев П. (изд.)_Феномен, альманах на 1832 год","nlr"
"297","1832_977_Пуговишников А., Соболев П. (изд.)_Феномен, альманах на 1832 год","rsl"
"298","1832_977_Пуговишников А., Соболев П. (изд.)_Феномен, альманах на 1832 год","fi_sl"
"299","1830_979_NA_Северный певец, или собрание новейших и отличнейших романсов и песен, посвящается любительницам и любителям пения : В 2 ч.","nlr"
"300","1830_979_NA_Северный певец, или собрание новейших и отличнейших романсов и песен, посвящается любительницам и любителям пения : В 2 ч.","cz_slk"
"301","1830_979_NA_Северный певец, или собрание новейших и отличнейших романсов и песен, посвящается любительницам и любителям пения : В 2 ч.","fi_sl"
"302","1830_980_NA_Жасмин и роза, подарок для туалета на 1830 год любительницам и любителям пения, или новейшее собрание романсов и песен","nlr"
"303","1830_980_NA_Жасмин и роза, подарок для туалета на 1830 год любительницам и любителям пения, или новейшее собрание романсов и песен","rsl"
"304","1830_981_NA_Чертополох, карманная книжица для любителей и любительниц галиматьи на XIX столетие","nlr"
"305","1830_981_NA_Чертополох, карманная книжица для любителей и любительниц галиматьи на XIX столетие","rsl"
"306","1830_981_NA_Чертополох, карманная книжица для любителей и любительниц галиматьи на XIX столетие","spbgu"
"307","1830_1027_NA_Старинные диковинки, или собрание простонародных русских сказок и повестей, в стихах и прозе","nlr"
"308","1830_1027_NA_Старинные диковинки, или собрание простонародных русских сказок и повестей, в стихах и прозе","fi_sl"
