"","work","signature"
"87","140_Бернет Е._Граф Мец : [Драма в стихах] : В 2 ч. : (Писано в 1834 г.)","nlr_1"
"88","140_Бернет Е._Граф Мец : [Драма в стихах] : В 2 ч. : (Писано в 1834 г.)","rsl"
"89","140_Бернет Е._Граф Мец : [Драма в стихах] : В 2 ч. : (Писано в 1834 г.)","roz_1"
"90","140_Бернет Е._Граф Мец : [Драма в стихах] : В 2 ч. : (Писано в 1834 г.)","us_harvard"
"91","140_Бернет Е._Граф Мец : [Драма в стихах] : В 2 ч. : (Писано в 1834 г.)","cz_slk"
"92","157_Подолинский А._Смерть Пери","nlr_1"
"93","157_Подолинский А._Смерть Пери","rsl"
"94","157_Подолинский А._Смерть Пери","roz_1"
"95","157_Подолинский А._Смерть Пери","us_harvard"
"96","157_Подолинский А._Смерть Пери","lt_vul"
"97","157_Подолинский А._Смерть Пери","fi_sl"
"98","158_Пушкин А.С._Евгений Онегин: Роман в стихах / Изд. 3-е","nlr_1"
"99","158_Пушкин А.С._Евгений Онегин: Роман в стихах / Изд. 3-е","rsl"
"100","158_Пушкин А.С._Евгений Онегин: Роман в стихах / Изд. 3-е","roz_1"
"101","158_Пушкин А.С._Евгений Онегин: Роман в стихах / Изд. 3-е","us_harvard"
"102","164_Филимонов В._Обед: Поэма","nlr_1"
"103","164_Филимонов В._Обед: Поэма","rsl"
"104","164_Филимонов В._Обед: Поэма","roz_1"
"105","164_Филимонов В._Обед: Поэма","us_harvard"
"106","164_Филимонов В._Обед: Поэма","cz_slk"
"107","165_Иноземцов П._Зальмара : [Повесть в стихах]","nlr_1"
"108","165_Иноземцов П._Зальмара : [Повесть в стихах]","rsl"
"109","165_Иноземцов П._Зальмара : [Повесть в стихах]","us_harvard"
"110","165_Иноземцов П._Зальмара : [Повесть в стихах]","fi_sl"
"111","168_Барышев Е._Еврей: Поэма","nlr_1"
"112","168_Барышев Е._Еврей: Поэма","rsl"
"113","181_Мысовский-Светогорский С._Вселенная и послание о уме человеческом : Поэма","nlr_1"
"114","182_Орлов А.А._Померцающая луна или покорения Брамлова. Героическая песнь","nlr_1"
"115","182_Орлов А.А._Померцающая луна или покорения Брамлова. Героическая песнь","rsl"
"116","182_Орлов А.А._Померцающая луна или покорения Брамлова. Героическая песнь","cz_slk"
"117","214_NA_Хаджибей : Стихотвор. повесть : (Напис. в 1829 г.)","nlr_1"
"118","214_NA_Хаджибей : Стихотвор. повесть : (Напис. в 1829 г.)","rsl"
"119","215_Бернет Е._Елена: Поэма","nlr_1"
"120","215_Бернет Е._Елена: Поэма","rsl"
"121","215_Бернет Е._Елена: Поэма","roz_1"
"122","215_Бернет Е._Елена: Поэма","us_harvard"
"123","215_Бернет Е._Елена: Поэма","cz_slk"
"124","215_Бернет Е._Елена: Поэма","fi_sl"
"125","217_NA_Сказка в стихах о Дадоне, или О том, как дурак сделался умным","nlr_1"
"126","217_NA_Сказка в стихах о Дадоне, или О том, как дурак сделался умным","rsl"
"127","218_И. Ч._Колдун : Старинная донская повесть : [В стихах]","nlr_1"
"128","218_И. Ч._Колдун : Старинная донская повесть : [В стихах]","rsl"
"129","219_Титов_Пасхальная лампа, поэма в двенадцати песнях","nlr_1"
"130","219_Титов_Пасхальная лампа, поэма в двенадцати песнях","cz_slk"
"131","239_NA_Сказка о Буре-Коровиче","nlr_1"
"132","251_NA_Новобрачные, или Молодой часовой мастер и его жена : [Повесть] / 2-е изд.","nlr_1"
"133","251_NA_Новобрачные, или Молодой часовой мастер и его жена : [Повесть] / 2-е изд.","rsl"
"134","253_Поднебесный_Тальони-грация. Соч. Поднебесного","nlr_1"
"135","253_Поднебесный_Тальони-грация. Соч. Поднебесного","rsl"
"136","254_Волков А._Анна Дорзе: [Повесть в стихах]","nlr_1"
"137","254_Волков А._Анна Дорзе: [Повесть в стихах]","rsl"
"138","254_Волков А._Анна Дорзе: [Повесть в стихах]","roz_1"
"139","263_Карамзин А._Борис Ульин : Повесть в стихах","nlr_1"
"140","263_Карамзин А._Борис Ульин : Повесть в стихах","rsl"
"141","263_Карамзин А._Борис Ульин : Повесть в стихах","roz_1"
"142","263_Карамзин А._Борис Ульин : Повесть в стихах","us_harvard"
"143","263_Карамзин А._Борис Ульин : Повесть в стихах","cz_slk"
"144","263_Карамзин А._Борис Ульин : Повесть в стихах","fi_sl"
"145","278_Дьячков С._Деньги : Комич. поэма","nlr_1"
"146","278_Дьячков С._Деньги : Комич. поэма","rsl"
"147","278_Дьячков С._Деньги : Комич. поэма","cz_slk"
"148","279_Деларю М._Слово о полку Игореве. Песнь об ополчении Игоря, сына Святославова, внука Олегова","nlr_1"
"149","279_Деларю М._Слово о полку Игореве. Песнь об ополчении Игоря, сына Святославова, внука Олегова","rsl"
"150","280_Ходзько А._Дерар : Вост. повесть в стихах : Пер. [с пол.]","nlr_1"
"151","280_Ходзько А._Дерар : Вост. повесть в стихах : Пер. [с пол.]","rsl"
"152","280_Ходзько А._Дерар : Вост. повесть в стихах : Пер. [с пол.]","cz_slk"
"153","280_Ходзько А._Дерар : Вост. повесть в стихах : Пер. [с пол.]","fi_sl"
"154","281_А… Е…_Кум-сват : Быль XVI века из времен Иоанна IV, еще не Грозного : Стихотвор. рассказ","nlr_1"
"155","281_А… Е…_Кум-сват : Быль XVI века из времен Иоанна IV, еще не Грозного : Стихотвор. рассказ","rsl"
"156","281_А… Е…_Кум-сват : Быль XVI века из времен Иоанна IV, еще не Грозного : Стихотвор. рассказ","us_harvard"
"157","282_NA_Полина : роман в стихах","nlr_1"
"158","282_NA_Полина : роман в стихах","rsl"
"159","282_NA_Полина : роман в стихах","cz_slk"
"160","284_NA_Сказка о Марье Маревне, кипрской королевне и Иванушке-дурачке, русском мужичке : В стихах","nlr_1"
"161","293_А. К._Вечер в клубе : Шуточ. рассказ в стихах","nlr_1"
"162","293_А. К._Вечер в клубе : Шуточ. рассказ в стихах","rsl"
"163","293_А. К._Вечер в клубе : Шуточ. рассказ в стихах","us_harvard"
"164","293_А. К._Вечер в клубе : Шуточ. рассказ в стихах","cz_slk"
"165","294_А. О._Элоа : Индийская легенда","nlr_1"
"166","294_А. О._Элоа : Индийская легенда","rsl"
"167","294_А. О._Элоа : Индийская легенда","cz_slk"
"168","297_Севастьянов В._Горка под каретой, или За женщин, карты и вино поссориться немудрено!!! / Соч. в стихах Владимира Севастьянова","nlr_1"
"169","345_Олин В._Странный бал. Повесть из рассказов на станции, и восемь стихотворений. Сочинение В. Олина","nlr_1"
"170","345_Олин В._Странный бал. Повесть из рассказов на станции, и восемь стихотворений. Сочинение В. Олина","rsl"
"171","345_Олин В._Странный бал. Повесть из рассказов на станции, и восемь стихотворений. Сочинение В. Олина","roz_1"
"172","345_Олин В._Странный бал. Повесть из рассказов на станции, и восемь стихотворений. Сочинение В. Олина","cz_slk"
"173","345_Олин В._Странный бал. Повесть из рассказов на станции, и восемь стихотворений. Сочинение В. Олина","lt_vul"
"174","351_Глинка Ф.Н._1812 год : (Отр. из рассказа) : [В стихах]","nlr_1"
"175","351_Глинка Ф.Н._1812 год : (Отр. из рассказа) : [В стихах]","rsl"
"176","679_Краснопольский Н._Эдуард : Повесть [в стихах] Н. Красно-Польского. Ч. 1-2","nlr_1"
"177","679_Краснопольский Н._Эдуард : Повесть [в стихах] Н. Красно-Польского. Ч. 1-2","cz_slk"
