"","work","signature"
"74","70_Деларю М._Опыты в стихах Михаила Деларю","fi_sl"
"75","71_Зилов А._Стихотворения Алексея Зилова [Тетрадь 1-я]","nlr_1"
"76","71_Зилов А._Стихотворения Алексея Зилова [Тетрадь 1-я]","us_harvard"
"77","71_Зилов А._Стихотворения Алексея Зилова [Тетрадь 1-я]","fi_sl"
"78","73_Кольцов А._Стихотворения Алексея Кольцова","nlr_1"
"79","73_Кольцов А._Стихотворения Алексея Кольцова","rsl"
"80","73_Кольцов А._Стихотворения Алексея Кольцова","roz_1"
"81","73_Кольцов А._Стихотворения Алексея Кольцова","ee_ester"
"82","73_Кольцов А._Стихотворения Алексея Кольцова","fi_sl"
"83","74_Лебедев В._Осенний вечер: [Сб. рассказов и стихов], изданный В. Лебедевым","nlr_1"
"84","74_Лебедев В._Осенний вечер: [Сб. рассказов и стихов], изданный В. Лебедевым","rsl"
"85","74_Лебедев В._Осенний вечер: [Сб. рассказов и стихов], изданный В. Лебедевым","cz_slk"
"86","74_Лебедев В._Осенний вечер: [Сб. рассказов и стихов], изданный В. Лебедевым","fi_sl"
"87","75_Меркли М._Стихотворения Михаила Меркли","nlr_1"
"88","75_Меркли М._Стихотворения Михаила Меркли","rsl"
"89","75_Меркли М._Стихотворения Михаила Меркли","roz_1"
"90","75_Меркли М._Стихотворения Михаила Меркли","us_harvard"
"91","75_Меркли М._Стихотворения Михаила Меркли","fi_sl"
"92","77_Меркли М._Стихотворения Михаила Меркли","nlr_1"
"93","77_Меркли М._Стихотворения Михаила Меркли","roz_1"
"94","78_Мятлев И.П._Собрание стихотворений","nlr_1"
"95","78_Мятлев И.П._Собрание стихотворений","rsl"
"96","78_Мятлев И.П._Собрание стихотворений","roz_1"
"97","81_Пушкин А.С._Стихотворения Александра Пушкина. Ч. 4.","nlr_1"
"98","81_Пушкин А.С._Стихотворения Александра Пушкина. Ч. 4.","rsl"
"99","81_Пушкин А.С._Стихотворения Александра Пушкина. Ч. 4.","roz_1"
"100","81_Пушкин А.С._Стихотворения Александра Пушкина. Ч. 4.","us_harvard"
"101","81_Пушкин А.С._Стихотворения Александра Пушкина. Ч. 4.","cz_slk"
"102","81_Пушкин А.С._Стихотворения Александра Пушкина. Ч. 4.","ee_ester"
"103","82_Риль Ю._Четыре русских песни / С аккомп. ф-п. посвященные Ее Сиятельству Графине Наталье Павловне Строгоновой Ю. Рилем.","nlr_1"
"104","82_Риль Ю._Четыре русских песни / С аккомп. ф-п. посвященные Ее Сиятельству Графине Наталье Павловне Строгоновой Ю. Рилем.","rsl"
"105","84_NA_Весенняя ветка. Стихотворения","nlr_1"
"106","84_NA_Весенняя ветка. Стихотворения","roz_1"
"107","84_NA_Весенняя ветка. Стихотворения","fi_sl"
"108","85_Т-м-ф-в_Песни: В 2 ч.","nlr_1"
"109","85_Т-м-ф-в_Песни: В 2 ч.","rsl"
"110","85_Т-м-ф-в_Песни: В 2 ч.","roz_1"
"111","85_Т-м-ф-в_Песни: В 2 ч.","fi_sl"
"112","86_Топчибашев М. Д._На памятник Императору Александру I. Два стихотворения на Персидском и турецком языках Мирзы Джафара Топчибашева","nlr_1"
"113","86_Топчибашев М. Д._На памятник Императору Александру I. Два стихотворения на Персидском и турецком языках Мирзы Джафара Топчибашева","rsl"
"114","89_Цитович Н._Басни Н. Цитовича","nlr_1"
"115","89_Цитович Н._Басни Н. Цитовича","us_harvard"
"116","90_Бенедиктов В._Стихотворения Владимира Бенедиктова","nlr_1"
"117","90_Бенедиктов В._Стихотворения Владимира Бенедиктова","rsl"
"118","90_Бенедиктов В._Стихотворения Владимира Бенедиктова","roz_1"
"119","90_Бенедиктов В._Стихотворения Владимира Бенедиктова","fi_sl"
"120","92_Жуковский В.А._Стихотворения Василья Жуковского: В 8 ч. / Изд. 4-е. Т. 2. Романсы и песни. Элегии. Послания","nlr_1"
"121","92_Жуковский В.А._Стихотворения Василья Жуковского: В 8 ч. / Изд. 4-е. Т. 2. Романсы и песни. Элегии. Послания","rsl"
"122","92_Жуковский В.А._Стихотворения Василья Жуковского: В 8 ч. / Изд. 4-е. Т. 2. Романсы и песни. Элегии. Послания","roz_1"
"123","92_Жуковский В.А._Стихотворения Василья Жуковского: В 8 ч. / Изд. 4-е. Т. 2. Романсы и песни. Элегии. Послания","cz_slk"
"124","92_Жуковский В.А._Стихотворения Василья Жуковского: В 8 ч. / Изд. 4-е. Т. 2. Романсы и песни. Элегии. Послания","ee_ester"
"125","95_Аполлон де ***_Стихотворения Аполлона де ***","nlr_1"
"126","95_Аполлон де ***_Стихотворения Аполлона де ***","rsl"
"127","95_Аполлон де ***_Стихотворения Аполлона де ***","roz_1"
"128","95_Аполлон де ***_Стихотворения Аполлона де ***","cz_slk"
"129","99_Зилов А._Стихотворения Алексея Зилова. Тетрадь 2-я","nlr_1"
"130","99_Зилов А._Стихотворения Алексея Зилова. Тетрадь 2-я","fi_sl"
"131","101_Кашкин Д._Стихотворения Дмитрия Кашкина","nlr_1"
"132","101_Кашкин Д._Стихотворения Дмитрия Кашкина","rsl"
"133","101_Кашкин Д._Стихотворения Дмитрия Кашкина","roz_1"
"134","107_Лавров Н._Нравственные результаты XIX века, и стихотворения. Соч. Н. Лаврова","nlr_1"
"135","107_Лавров Н._Нравственные результаты XIX века, и стихотворения. Соч. Н. Лаврова","rsl"
"136","107_Лавров Н._Нравственные результаты XIX века, и стихотворения. Соч. Н. Лаврова","fi_sl"
"137","111_Мейснер А._Стихотворения Алексея Мейснера","nlr_1"
"138","111_Мейснер А._Стихотворения Алексея Мейснера","rsl"
"139","111_Мейснер А._Стихотворения Алексея Мейснера","roz_1"
"140","111_Мейснер А._Стихотворения Алексея Мейснера","us_harvard"
"141","111_Мейснер А._Стихотворения Алексея Мейснера","cz_slk"
"142","111_Мейснер А._Стихотворения Алексея Мейснера","fi_sl"
"143","112_Полежаев А.И._Кальян. Стихотворения Полежаева / Изд. 2","nlr_1"
"144","112_Полежаев А.И._Кальян. Стихотворения Полежаева / Изд. 2","rsl"
"145","112_Полежаев А.И._Кальян. Стихотворения Полежаева / Изд. 2","cz_slk"
"146","112_Полежаев А.И._Кальян. Стихотворения Полежаева / Изд. 2","fi_sl"
"147","113_Пуговишников А.М._Песни, романсы и стихотворения А.П. / Изд. 2","nlr_1"
"148","114_Суханов М._Время не праздно. Стихотворения крестьянина М. Суханова","nlr_1"
"149","114_Суханов М._Время не праздно. Стихотворения крестьянина М. Суханова","rsl"
"150","114_Суханов М._Время не праздно. Стихотворения крестьянина М. Суханова","cz_slk"
"151","114_Суханов М._Время не праздно. Стихотворения крестьянина М. Суханова","fi_sl"
"152","115_Суханов М._Мои сельские досуги","nlr_1"
"153","115_Суханов М._Мои сельские досуги","rsl"
"154","115_Суханов М._Мои сельские досуги","fi_sl"
"155","117_Тепляков В.Г._Стихотворения Виктора Теплякова. Т. 2. Фракийские элегии. (Писаны в 1829-м г.). Стихотворения разных годов.","nlr_1"
"156","117_Тепляков В.Г._Стихотворения Виктора Теплякова. Т. 2. Фракийские элегии. (Писаны в 1829-м г.). Стихотворения разных годов.","rsl"
"157","117_Тепляков В.Г._Стихотворения Виктора Теплякова. Т. 2. Фракийские элегии. (Писаны в 1829-м г.). Стихотворения разных годов.","roz_1"
"158","117_Тепляков В.Г._Стихотворения Виктора Теплякова. Т. 2. Фракийские элегии. (Писаны в 1829-м г.). Стихотворения разных годов.","fi_sl"
"159","118_Тростин Х._Стихотворения Христофора Тростина","nlr_1"
"160","118_Тростин Х._Стихотворения Христофора Тростина","rsl"
"161","118_Тростин Х._Стихотворения Христофора Тростина","roz_1"
"162","122_NA_Мечты при луне. Стихотворения","nlr_1"
"163","124_Кульчицкий А._Надежда. Собрание сочинений в стихах и прозе / Изд. А. Кульчицкий [Студ. сб.]","nlr_1"
"164","124_Кульчицкий А._Надежда. Собрание сочинений в стихах и прозе / Изд. А. Кульчицкий [Студ. сб.]","fi_sl"
"165","128_Майков М._Басни Михайла Майкова","nlr_1"
"166","128_Майков М._Басни Михайла Майкова","rsl"
"167","130_А. Ф. Ф._Роза и Василек. Соч. А.Ф.Ф.","nlr_1"
"168","131_Щукин К._Литературные занятия","nlr_1"
"169","131_Щукин К._Литературные занятия","rsl"
"170","131_Щукин К._Литературные занятия","cz_slk"
"171","138_Бахтурин К.А._Стихотворения Константина Бахтурина","nlr_1"
"172","138_Бахтурин К.А._Стихотворения Константина Бахтурина","rsl"
"173","138_Бахтурин К.А._Стихотворения Константина Бахтурина","roz_1"
"174","138_Бахтурин К.А._Стихотворения Константина Бахтурина","us_harvard"
"175","141_Бернет Е._Стихи Е. Бернета","nlr_1"
"176","141_Бернет Е._Стихи Е. Бернета","rsl"
"177","141_Бернет Е._Стихи Е. Бернета","roz_1"
"178","141_Бернет Е._Стихи Е. Бернета","fi_sl"
"179","142_Бороздна И.П._Поэтические очерки Украины, Одессы и Крыма: Письма в стихах к гр. В.П. З[авадскому], Ивана Бороздны","nlr_1"
"180","142_Бороздна И.П._Поэтические очерки Украины, Одессы и Крыма: Письма в стихах к гр. В.П. З[авадскому], Ивана Бороздны","rsl"
"181","142_Бороздна И.П._Поэтические очерки Украины, Одессы и Крыма: Письма в стихах к гр. В.П. З[авадскому], Ивана Бороздны","roz_1"
"182","142_Бороздна И.П._Поэтические очерки Украины, Одессы и Крыма: Письма в стихах к гр. В.П. З[авадскому], Ивана Бороздны","us_harvard"
"183","142_Бороздна И.П._Поэтические очерки Украины, Одессы и Крыма: Письма в стихах к гр. В.П. З[авадскому], Ивана Бороздны","cz_slk"
"184","142_Бороздна И.П._Поэтические очерки Украины, Одессы и Крыма: Письма в стихах к гр. В.П. З[авадскому], Ивана Бороздны","fi_sl"
"185","143_Бутырский Н.И._И моя доля в сонетах. В 2 ч. Соч. Бутырского","nlr_1"
"186","143_Бутырский Н.И._И моя доля в сонетах. В 2 ч. Соч. Бутырского","rsl"
"187","143_Бутырский Н.И._И моя доля в сонетах. В 2 ч. Соч. Бутырского","roz_1"
"188","143_Бутырский Н.И._И моя доля в сонетах. В 2 ч. Соч. Бутырского","us_harvard"
"189","144_Быстроглазов А._Стихотворения А. Быстроглазова. В 2 ч. Ч. 1","nlr_1"
"190","144_Быстроглазов А._Стихотворения А. Быстроглазова. В 2 ч. Ч. 1","rsl"
"191","144_Быстроглазов А._Стихотворения А. Быстроглазова. В 2 ч. Ч. 1","cz_slk"
"192","144_Быстроглазов А._Стихотворения А. Быстроглазова. В 2 ч. Ч. 1","pl_buw"
"193","145_Быстроглазов А._Стихотворения А. Быстроглазова. В 2 ч. Ч. 2","nlr_1"
"194","145_Быстроглазов А._Стихотворения А. Быстроглазова. В 2 ч. Ч. 2","rsl"
"195","145_Быстроглазов А._Стихотворения А. Быстроглазова. В 2 ч. Ч. 2","us_harvard"
"196","145_Быстроглазов А._Стихотворения А. Быстроглазова. В 2 ч. Ч. 2","cz_slk"
"197","145_Быстроглазов А._Стихотворения А. Быстроглазова. В 2 ч. Ч. 2","pl_buw"
"198","145_Быстроглазов А._Стихотворения А. Быстроглазова. В 2 ч. Ч. 2","fi_sl"
"199","149_Дьячков С._Букет цветов или разные стихотворения, элегические романсы и песни для прекрасных девиц. Соч. С. Дьячковым","nlr_1"
"200","149_Дьячков С._Букет цветов или разные стихотворения, элегические романсы и песни для прекрасных девиц. Соч. С. Дьячковым","rsl"
"201","153_Кашаев В._Стихотворения Виктора Кашаева","nlr_1"
"202","153_Кашаев В._Стихотворения Виктора Кашаева","rsl"
"203","153_Кашаев В._Стихотворения Виктора Кашаева","roz_1"
"204","153_Кашаев В._Стихотворения Виктора Кашаева","us_harvard"
"205","154_Мартынов А._Поэтические произведения А. Мартынова. В 3-х кн.","nlr_1"
"206","154_Мартынов А._Поэтические произведения А. Мартынова. В 3-х кн.","rsl"
"207","154_Мартынов А._Поэтические произведения А. Мартынова. В 3-х кн.","us_harvard"
"208","154_Мартынов А._Поэтические произведения А. Мартынова. В 3-х кн.","cz_slk"
"209","154_Мартынов А._Поэтические произведения А. Мартынова. В 3-х кн.","fi_sl"
"210","156_Подолинский А._Повести и мелкие стихотворения А. Подолинского. Ч. 2. Мелкие стихотворения","nlr_1"
"211","156_Подолинский А._Повести и мелкие стихотворения А. Подолинского. Ч. 2. Мелкие стихотворения","rsl"
"212","156_Подолинский А._Повести и мелкие стихотворения А. Подолинского. Ч. 2. Мелкие стихотворения","roz_1"
"213","156_Подолинский А._Повести и мелкие стихотворения А. Подолинского. Ч. 2. Мелкие стихотворения","us_harvard"
"214","156_Подолинский А._Повести и мелкие стихотворения А. Подолинского. Ч. 2. Мелкие стихотворения","cz_slk"
"215","156_Подолинский А._Повести и мелкие стихотворения А. Подолинского. Ч. 2. Мелкие стихотворения","fi_sl"
"216","159_Скосырев К._Стихотворения Константина Скосырева","nlr_1"
"217","159_Скосырев К._Стихотворения Константина Скосырева","roz_1"
"218","160_Смирнова А._Собрание различных стихотворений. Соч. Анны Смирновой. Изд. 1-е","nlr_1"
"219","160_Смирнова А._Собрание различных стихотворений. Соч. Анны Смирновой. Изд. 1-е","rsl"
"220","160_Смирнова А._Собрание различных стихотворений. Соч. Анны Смирновой. Изд. 1-е","roz_1"
"221","160_Смирнова А._Собрание различных стихотворений. Соч. Анны Смирновой. Изд. 1-е","us_harvard"
"222","160_Смирнова А._Собрание различных стихотворений. Соч. Анны Смирновой. Изд. 1-е","cz_slk"
"223","160_Смирнова А._Собрание различных стихотворений. Соч. Анны Смирновой. Изд. 1-е","fi_sl"
"224","163_Тимофеев А.В._Опыты. В 3 ч. Ч. 1. [Стихотворения]","nlr_1"
"225","163_Тимофеев А.В._Опыты. В 3 ч. Ч. 1. [Стихотворения]","rsl"
"226","163_Тимофеев А.В._Опыты. В 3 ч. Ч. 1. [Стихотворения]","roz_1"
"227","163_Тимофеев А.В._Опыты. В 3 ч. Ч. 1. [Стихотворения]","ee_ester"
"228","163_Тимофеев А.В._Опыты. В 3 ч. Ч. 1. [Стихотворения]","fi_sl"
"229","166_Якубович Л.А._Стихотворения Лукьяна Якубовича","nlr_1"
"230","166_Якубович Л.А._Стихотворения Лукьяна Якубовича","roz_1"
"231","166_Якубович Л.А._Стихотворения Лукьяна Якубовича","fi_sl"
"232","170_Стромилов С._XII сонетов С. Стромилова","nlr_1"
"233","170_Стромилов С._XII сонетов С. Стромилова","roz_1"
"234","171_П. Гр…в_Звезда любви (L’etoile d’amour). Подарок прелестному полу","nlr_1"
"235","171_П. Гр…в_Звезда любви (L’etoile d’amour). Подарок прелестному полу","rsl"
"236","172_Громов И._Мой кальян: Стихотворения И. Громова","nlr_1"
"237","172_Громов И._Мой кальян: Стихотворения И. Громова","us_harvard"
"238","173_Пустельгин_Мои пенаты: Стихотворения Пустельгина","nlr_1"
"239","174_Магденко А._Стихотворения Андрея Магденки. Издал И. Грен","nlr_1"
"240","174_Магденко А._Стихотворения Андрея Магденки. Издал И. Грен","rsl"
"241","175_NA_Стихотворения молодого Черкеса","nlr_1"
"242","175_NA_Стихотворения молодого Черкеса","rsl"
"243","178_Петров И.М._Стихотворения И. Петрова. Книга 1-я, содержащая эпиграммы","nlr_1"
"244","178_Петров И.М._Стихотворения И. Петрова. Книга 1-я, содержащая эпиграммы","us_harvard"
"245","180_Шаршавый_Цевница, на 1837 год. Соч. Шаршавого (Альманах)","nlr_1"
"246","180_Шаршавый_Цевница, на 1837 год. Соч. Шаршавого (Альманах)","rsl"
"247","180_Шаршавый_Цевница, на 1837 год. Соч. Шаршавого (Альманах)","us_harvard"
"248","183_П. Ш._Рассказы из русской истории в стихах. Соч. П. Ш.","nlr_1"
"249","183_П. Ш._Рассказы из русской истории в стихах. Соч. П. Ш.","fi_sl"
"250","185_Аладьина Е.В._Сочинения Е.В.А…","nlr_1"
"251","185_Аладьина Е.В._Сочинения Е.В.А…","rsl"
"252","189_Бенедиктов В._Стихотворения В. Бенедиктова. Кн. 2.","nlr_1"
"253","189_Бенедиктов В._Стихотворения В. Бенедиктова. Кн. 2.","rsl"
"254","189_Бенедиктов В._Стихотворения В. Бенедиктова. Кн. 2.","roz_1"
"255","189_Бенедиктов В._Стихотворения В. Бенедиктова. Кн. 2.","us_harvard"
"256","189_Бенедиктов В._Стихотворения В. Бенедиктова. Кн. 2.","pl_buw"
"257","190_Бестужев А.А. (Марлинский)_Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е","nlr_1"
"258","190_Бестужев А.А. (Марлинский)_Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е","rsl"
"259","190_Бестужев А.А. (Марлинский)_Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е","roz_1"
"260","190_Бестужев А.А. (Марлинский)_Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е","us_harvard"
"261","190_Бестужев А.А. (Марлинский)_Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е","cz_slk"
"262","190_Бестужев А.А. (Марлинский)_Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е","pl_bn"
"263","190_Бестужев А.А. (Марлинский)_Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е","pl_buw"
"264","190_Бестужев А.А. (Марлинский)_Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е","ee_ester"
"265","190_Бестужев А.А. (Марлинский)_Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е","fi_sl"
"266","191_Бобылев Н.И._Невский альбом: Опыты в стихах и прозе","nlr_1"
"267","191_Бобылев Н.И._Невский альбом: Опыты в стихах и прозе","rsl"
"268","191_Бобылев Н.И._Невский альбом: Опыты в стихах и прозе","cz_slk"
"269","192_Вердеревский А._Стихотворения Александра Вердеревского","nlr_1"
"270","192_Вердеревский А._Стихотворения Александра Вердеревского","rsl"
"271","192_Вердеревский А._Стихотворения Александра Вердеревского","fi_sl"
"272","193_Веронов_Стихотворения Веронова","nlr_1"
"273","193_Веронов_Стихотворения Веронова","rsl"
"274","193_Веронов_Стихотворения Веронова","roz_1"
"275","193_Веронов_Стихотворения Веронова","us_harvard"
"276","195_Демидов М._Разные разности. Стихотворения М. Демидова","nlr_1"
"277","195_Демидов М._Разные разности. Стихотворения М. Демидова","rsl"
"278","195_Демидов М._Разные разности. Стихотворения М. Демидова","roz_1"
"279","195_Демидов М._Разные разности. Стихотворения М. Демидова","us_harvard"
"280","195_Демидов М._Разные разности. Стихотворения М. Демидова","fi_sl"
"281","198_Долгоруков А.В._Поэзия Алексея Москвитянина","nlr_1"
"282","198_Долгоруков А.В._Поэзия Алексея Москвитянина","rsl"
"283","199_Карелин И.М._Весенние мечты: Стихотворения Ильи Карелина","nlr_1"
"284","199_Карелин И.М._Весенние мечты: Стихотворения Ильи Карелина","rsl"
"285","199_Карелин И.М._Весенние мечты: Стихотворения Ильи Карелина","us_harvard"
"286","200_Краснов С._Стихи. Поэт и Мулла. Соч. Стахия Краснова [от поручика Краснова. 18 стр]","nlr_1"
"287","200_Краснов С._Стихи. Поэт и Мулла. Соч. Стахия Краснова [от поручика Краснова. 18 стр]","roz_1"
"288","200_Краснов С._Стихи. Поэт и Мулла. Соч. Стахия Краснова [от поручика Краснова. 18 стр]","cz_slk"
"289","201_Леонов А._Стихотворения Алексея Леонова. 1834-1838","nlr_1"
"290","202_Максимов М.И._Патриотические песни: С прил. нот для пения и фортепиано / Соч. Михаила Максимова","nlr_1"
"291","202_Максимов М.И._Патриотические песни: С прил. нот для пения и фортепиано / Соч. Михаила Максимова","rsl"
"292","202_Максимов М.И._Патриотические песни: С прил. нот для пения и фортепиано / Соч. Михаила Максимова","roz_1"
"293","203_Марков М._Мечты и были: В 3 ч. Ч. 1. Стихотворения","nlr_1"
"294","203_Марков М._Мечты и были: В 3 ч. Ч. 1. Стихотворения","rsl"
"295","203_Марков М._Мечты и были: В 3 ч. Ч. 1. Стихотворения","cz_slk"
"296","203_Марков М._Мечты и были: В 3 ч. Ч. 1. Стихотворения","fi_sl"
"297","204_Онисимова Д.А._Стихи бедной девицы, слепой дочери деревенского пономаря, сообщенные в Императорскую Российскую Академию, и от ней изданные","nlr_1"
"298","204_Онисимова Д.А._Стихи бедной девицы, слепой дочери деревенского пономаря, сообщенные в Императорскую Российскую Академию, и от ней изданные","rsl"
"299","204_Онисимова Д.А._Стихи бедной девицы, слепой дочери деревенского пономаря, сообщенные в Императорскую Российскую Академию, и от ней изданные","roz_1"
"300","207_Полежаев А.И._Арфа: Стихотворения Александра Полежаева","nlr_1"
"301","207_Полежаев А.И._Арфа: Стихотворения Александра Полежаева","rsl"
"302","207_Полежаев А.И._Арфа: Стихотворения Александра Полежаева","roz_1"
"303","207_Полежаев А.И._Арфа: Стихотворения Александра Полежаева","us_harvard"
"304","207_Полежаев А.И._Арфа: Стихотворения Александра Полежаева","cz_slk"
"305","207_Полежаев А.И._Арфа: Стихотворения Александра Полежаева","lt_vul"
"306","207_Полежаев А.И._Арфа: Стихотворения Александра Полежаева","fi_sl"
"307","208_Сушков Д.П._Стихотворения Д. Сушкова: Первая книжка","nlr_1"
"308","208_Сушков Д.П._Стихотворения Д. Сушкова: Первая книжка","rsl"
"309","208_Сушков Д.П._Стихотворения Д. Сушкова: Первая книжка","roz_1"
"310","208_Сушков Д.П._Стихотворения Д. Сушкова: Первая книжка","cz_slk"
"311","209_Теплова Н.С._Стихотворения Н. Тепловой. Изд. 2, умноженное","nlr_1"
"312","209_Теплова Н.С._Стихотворения Н. Тепловой. Изд. 2, умноженное","rsl"
"313","211_В. М._Стихотворения, сочиненные девицей B.М.","nlr_1"
"314","212_М.Д._И то и се или собрание сочинений в стихах и прозе М.Д.","nlr_1"
"315","230_NA_Фантастическое зеркало в шуточно-сатирических стихах. Соч. Г.Б.М.","nlr_1"
"316","232_Дмитриев И.И._Басни и апологи И.И. Дмитриева","nlr_1"
"317","232_Дмитриев И.И._Басни и апологи И.И. Дмитриева","rsl"
"318","233_NA_Любовь к добродетельной деве, или Черты душевной красоты: Стихотворения, писанные в 1822 г.","nlr_1"
