"","work","signature"
"34","576_В… Л…_Сказка о невеличке-птичке, или О двух счастливцах : [В стихах] / Соч. В... Л...","rsl"
"35","577_NA_Сказка о Эдуарде-королевиче","nlr_1"
"36","577_NA_Сказка о Эдуарде-королевиче","cz_slk"
"37","578_Сушков Н.В._Москва : Поэма в лицах и действии, в 5 ч. / [Соч.] Н.В. Сушкова","nlr_1"
"38","578_Сушков Н.В._Москва : Поэма в лицах и действии, в 5 ч. / [Соч.] Н.В. Сушкова","rsl"
"39","578_Сушков Н.В._Москва : Поэма в лицах и действии, в 5 ч. / [Соч.] Н.В. Сушкова","cz_slk"
"40","580_Вердеревский Е._Октавы / [Соч.] Е. Вердеревского. I : Больной (Рассказ в стихах)","nlr_1"
"41","580_Вердеревский Е._Октавы / [Соч.] Е. Вердеревского. I : Больной (Рассказ в стихах)","rsl"
"42","580_Вердеревский Е._Октавы / [Соч.] Е. Вердеревского. I : Больной (Рассказ в стихах)","fi_sl"
"43","581_Вердеревский Е._Октавы / [Соч.] Е. Вердеревского. II : Вторая жизнь : (Рассказ в стихах из жизни ""здорового"") : Отрывки","nlr_1"
"44","581_Вердеревский Е._Октавы / [Соч.] Е. Вердеревского. II : Вторая жизнь : (Рассказ в стихах из жизни ""здорового"") : Отрывки","rsl"
"45","581_Вердеревский Е._Октавы / [Соч.] Е. Вердеревского. II : Вторая жизнь : (Рассказ в стихах из жизни ""здорового"") : Отрывки","fi_sl"
"46","582_Алферьев В._Плащь [!], поэма Василья Алферьева","nlr_1"
"47","582_Алферьев В._Плащь [!], поэма Василья Алферьева","rsl"
"48","582_Алферьев В._Плащь [!], поэма Василья Алферьева","roz_1"
"49","586_Костарев С._Бренко : Поэма / Соч. С. Костарева","nlr_1"
"50","586_Костарев С._Бренко : Поэма / Соч. С. Костарева","rsl"
"51","586_Костарев С._Бренко : Поэма / Соч. С. Костарева","roz_1"
"52","586_Костарев С._Бренко : Поэма / Соч. С. Костарева","us_harvard"
"53","586_Костарев С._Бренко : Поэма / Соч. С. Костарева","fi_sl"
"54","588_Н. А._Дочь тайны : Повесть в стихах / Соч. Н.А.","nlr_1"
"55","588_Н. А._Дочь тайны : Повесть в стихах / Соч. Н.А.","us_harvard"
"56","588_Н. А._Дочь тайны : Повесть в стихах / Соч. Н.А.","cz_slk"
"57","595_NA_Соловей разбойник, или Живой мертвец : Сказка, похожая на быль : (В стихах)","nlr_1"
"58","595_NA_Соловей разбойник, или Живой мертвец : Сказка, похожая на быль : (В стихах)","rsl"
"59","601_Данилевский Гр._Гвая-алир или мехиканские ночи : [Рассказ в стихах / Соч.] Гр. Данилевского","nlr_1"
"60","601_Данилевский Гр._Гвая-алир или мехиканские ночи : [Рассказ в стихах / Соч.] Гр. Данилевского","rsl"
"61","601_Данилевский Гр._Гвая-алир или мехиканские ночи : [Рассказ в стихах / Соч.] Гр. Данилевского","roz_1"
"62","604_Раич С.Е._Арета. Сказание из времён Марка Аврелия [Поэма]: В 2 ч. Ч. 1.","rsl"
"63","604_Раич С.Е._Арета. Сказание из времён Марка Аврелия [Поэма]: В 2 ч. Ч. 1.","roz_1"
"64","604_Раич С.Е._Арета. Сказание из времён Марка Аврелия [Поэма]: В 2 ч. Ч. 1.","cz_slk"
"65","605_Раич С.Е._Арета. Сказание из времён Марка Аврелия [Поэма]: В 2 ч. Ч. 2.","rsl"
"66","609_NA_Торжественная поэма Киевлянина в восьмидесяти одной песне на рождение его императорского высочества государя, великого князя Владимира Александровича : [С прил.]","nlr_1"
"67","609_NA_Торжественная поэма Киевлянина в восьмидесяти одной песне на рождение его императорского высочества государя, великого князя Владимира Александровича : [С прил.]","rsl"
"68","609_NA_Торжественная поэма Киевлянина в восьмидесяти одной песне на рождение его императорского высочества государя, великого князя Владимира Александровича : [С прил.]","us_harvard"
"69","610_NA_Радонежский пустынник, св. Сергий Чудотворец : Жизнеопис. стихотворение в девяти песнях / (Соч. авт. стихотворения: ""Хвалебное приношение веры святителю Митрофану..."")","nlr_1"
"70","610_NA_Радонежский пустынник, св. Сергий Чудотворец : Жизнеопис. стихотворение в девяти песнях / (Соч. авт. стихотворения: ""Хвалебное приношение веры святителю Митрофану..."")","rsl"
"71","610_NA_Радонежский пустынник, св. Сергий Чудотворец : Жизнеопис. стихотворение в девяти песнях / (Соч. авт. стихотворения: ""Хвалебное приношение веры святителю Митрофану..."")","cz_slk"
"72","611_Владимиров М.С._Деревенский праздник, или Радостный ответ на царское слово : Соврем. нар. картина с песнями, написана по случаю высочайшего манифеста, последовавшего в марте месяце, М.С. Владимировым","nlr_1"
"73","616_Павлов С._Краткий, в стихах, очерк С. Петербурга и другие мелкие стихотворения / [Соч.] Сергея Павлова","nlr_1"
"74","616_Павлов С._Краткий, в стихах, очерк С. Петербурга и другие мелкие стихотворения / [Соч.] Сергея Павлова","rsl"
"75","618_Голембовская М._Угощение сказкою о райской птичке и о чудном зеркальце / Соч. Марии Голембовской","nlr_1"
"76","618_Голембовская М._Угощение сказкою о райской птичке и о чудном зеркальце / Соч. Марии Голембовской","rsl"
"77","621_Потапов В._Конек-Горбунок с золотой щетинкой : Новая рус. сказка (в стихах) / Соч. В.Ф. Потапова / 1-е изд.","nlr_1"
"78","622_NA_Похождение четырех русских матросов на необитаемом острове : Рассказ мужичка, серого армячка","nlr_1"
"79","659_Унтерберг А. фон_Эмиль и Лора : Рассказ в стихах Александра фон Унтерберга","nlr_1"
"80","659_Унтерберг А. фон_Эмиль и Лора : Рассказ в стихах Александра фон Унтерберга","fi_sl"
"81","675_Потапов В._Конек-Горбунок и Мужичок с ноготок : Сказочка с шуточками, с присказками и с прибауточками, в стихах / Соч. В.Ф. Потапова.","nlr_1"
"82","675_Потапов В._Конек-Горбунок и Мужичок с ноготок : Сказочка с шуточками, с присказками и с прибауточками, в стихах / Соч. В.Ф. Потапова.","rsl"
"83","740_Вахрушев Ф._Гусар : Повесть в стихах / Соч. Фомы Вахрушева","nlr_1"
"84","748_NA_Московский толкучий рынок : Панорама в 6 карт. : (В стихах).","nlr_1"
"85","748_NA_Московский толкучий рынок : Панорама в 6 карт. : (В стихах).","rsl"
"86","758_Потапов В._Петушок - золотой гребешок, или Ведьмы на шабаше : Рус. сказочка для старых мужьев в 2 ч. (в стихах) / Соч. Василия Потапова","nlr_1"
"87","759_Потапов В._Ванька-Каин : Рус. сказка (в стихах) : В 2 ч / Соч. В.Ф. Потапова","nlr_1"
"88","765_NA_Солдатская сказка : [В стихах]","nlr_1"
"89","776_Н.И._Поездка по железной дороге из Москвы в Петербург : Рассказ в стихах / Н.И","nlr_1"
"90","776_Н.И._Поездка по железной дороге из Москвы в Петербург : Рассказ в стихах / Н.И","rsl"
"91","778_Потапов В._Колдун на Сухаревой башне, или Искусство делать золото : Фантаст. рассказ лунатика : [В стихах] / Соч. В.Ф. Потапова.","nlr_1"
"92","779_Потапов В._Алеша Попович, или Киевские ведьмы на шабаше : Волшебная сказка в 2 ч., в стихах / Соч. Василья [Ф.] Потапова","nlr_1"
"93","784_NA_Московские свахи, или Купцы и купчики, купеческие жены и купеческие вдовушки : Рассказ в 4 карт. : [В стихах].","nlr_1"
"94","784_NA_Московские свахи, или Купцы и купчики, купеческие жены и купеческие вдовушки : Рассказ в 4 карт. : [В стихах].","rsl"
"95","788_Попов П._Московские скачки, или Слабые очерки из жизни двух знаменитых коннозаводчиков в России: графа Алексея Григорьевича Орлова-Чесменского и Федора Семеновича Мосолова : В стихах","nlr_1"
"96","788_Попов П._Московские скачки, или Слабые очерки из жизни двух знаменитых коннозаводчиков в России: графа Алексея Григорьевича Орлова-Чесменского и Федора Семеновича Мосолова : В стихах","rsl"
"97","795_NA_Сказка о Бур-Коровиче : [В стихах]","nlr_1"
"98","795_NA_Сказка о Бур-Коровиче : [В стихах]","rsl"
"99","812_Пальмин М._Сказка о семи братьях родных, молодцах удалых, рассказанная Мих. Пальминым : [В стихах] : В 2 ч.","nlr_1"
"100","831_NA_Сказка о сыне откупщика, Иване-Найденыше : [В стихах].","nlr_1"
"101","835_Вельтман А._Златой и Бела : Чеш. сказка : [В стихах] / Соч. А. Вельтмана.","nlr_1"
"102","835_Вельтман А._Златой и Бела : Чеш. сказка : [В стихах] / Соч. А. Вельтмана.","rsl"
"103","836_ъ...а Е.К._Женитьба царя Михаила Федоровича Романова : [Ист. повесть в стихах] / Соч. Ек. ъ....ой.","nlr_1"
"104","838_Потапов В._Кот в сапогах : Рус. нар. сказка в 3 ч. (в стихах) / Соч. В.Ф. Потапова, авт. сказки Мужичок с ноготок, борода с локоток / Переизд.","nlr_1"
