"","work","signature"
"75","373_Мандельштам Л.И._Стихотворения","fi_sl"
"76","378_Ваненко И._Песни русские / [Соч.] Ивана Ваненко","nlr_1"
"77","386_Голишев Н._Духовные стихотворения Николая Голишева : Ч. 1","nlr_1"
"78","388_В. А._Досуги уединения : [Сборник] / В. А.","nlr_1"
"79","388_В. А._Досуги уединения : [Сборник] / В. А.","rsl"
"80","388_В. А._Досуги уединения : [Сборник] / В. А.","fi_sl"
"81","390_Баратынский Е._Сумерки","nlr_1"
"82","390_Баратынский Е._Сумерки","rsl"
"83","390_Баратынский Е._Сумерки","roz_1"
"84","390_Баратынский Е._Сумерки","us_harvard"
"85","390_Баратынский Е._Сумерки","cz_slk"
"86","391_Бенедиктов В._Стихотворения. Кн. 1 / 3-е изд.","nlr_1"
"87","391_Бенедиктов В._Стихотворения. Кн. 1 / 3-е изд.","rsl"
"88","391_Бенедиктов В._Стихотворения. Кн. 1 / 3-е изд.","roz_1"
"89","391_Бенедиктов В._Стихотворения. Кн. 1 / 3-е изд.","us_harvard"
"90","391_Бенедиктов В._Стихотворения. Кн. 1 / 3-е изд.","pl_buw"
"91","392_Грузинов И._Мечты и звуки поэзии : [Стихотворения]","nlr_1"
"92","392_Грузинов И._Мечты и звуки поэзии : [Стихотворения]","rsl"
"93","392_Грузинов И._Мечты и звуки поэзии : [Стихотворения]","roz_1"
"94","392_Грузинов И._Мечты и звуки поэзии : [Стихотворения]","us_harvard"
"95","392_Грузинов И._Мечты и звуки поэзии : [Стихотворения]","fi_sl"
"96","394_Майков А._Стихотворения Аполлона Майкова","nlr_1"
"97","394_Майков А._Стихотворения Аполлона Майкова","rsl"
"98","394_Майков А._Стихотворения Аполлона Майкова","roz_1"
"99","394_Майков А._Стихотворения Аполлона Майкова","us_harvard"
"100","394_Майков А._Стихотворения Аполлона Майкова","fi_sl"
"101","395_NA_Стихотворения Старожила","nlr_1"
"102","395_NA_Стихотворения Старожила","rsl"
"103","395_NA_Стихотворения Старожила","roz_1"
"104","395_NA_Стихотворения Старожила","us_harvard"
"105","395_NA_Стихотворения Старожила","fi_sl"
"106","396_Полежаев А._Часы выздоровления : Стихотворения А. Полежаева","nlr_1"
"107","396_Полежаев А._Часы выздоровления : Стихотворения А. Полежаева","rsl"
"108","396_Полежаев А._Часы выздоровления : Стихотворения А. Полежаева","roz_1"
"109","396_Полежаев А._Часы выздоровления : Стихотворения А. Полежаева","us_harvard"
"110","400_Молчанов Н._Стихотворения Николая Молчанова","nlr_1"
"111","400_Молчанов Н._Стихотворения Николая Молчанова","rsl"
"112","400_Молчанов Н._Стихотворения Николая Молчанова","us_harvard"
"113","400_Молчанов Н._Стихотворения Николая Молчанова","fi_sl"
"114","401_Демидов М._Вечерние досуги : Стихотворения М. Демидова : В 2 отд-ниях.","nlr_1"
"115","402_Демидов М._Заветные думы : Стихотворения М. Демидова : В 2 отд-ниях.","nlr_1"
"116","403_Демидов М._Осенние цветы : Стихотворения М. Демидова : В 2 отд-ниях.","nlr_1"
"117","404_NA_Пять стихотворений Н. Ступина. В пользу нуждающихся соотечественников.","nlr_1"
"118","405_Воронов Н._Стихотворения Николая Воронова за 1841 год.","nlr_1"
"119","406_Н. С._Стихотворения Н.С.","nlr_1"
"120","406_Н. С._Стихотворения Н.С.","fi_sl"
"121","407_Скосырев К._Увраж : Стихотворения Константина Скосырева.","nlr_1"
"122","407_Скосырев К._Увраж : Стихотворения Константина Скосырева.","fi_sl"
"123","410_NA_Русский патриот : Отечественное песнопение.","nlr_1"
"124","410_NA_Русский патриот : Отечественное песнопение.","rsl"
"125","411_Алипанов Е._Военные песни : Соч. Е. Алипанова / 2-е изд.","nlr_1"
"126","411_Алипанов Е._Военные песни : Соч. Е. Алипанова / 2-е изд.","rsl"
"127","418_Градцев А._Цветы музы : [Стихотворения] / Соч. Александра Градцева","nlr_1"
"128","418_Градцев А._Цветы музы : [Стихотворения] / Соч. Александра Градцева","rsl"
"129","418_Градцев А._Цветы музы : [Стихотворения] / Соч. Александра Градцева","us_harvard"
"130","420_NA_Три стихотворения. [Петру Николаевичу Измайлову. Незнакомке. Звезде Востока]","nlr_1"
"131","423_Хрущов П._Песни правды в 1841 году от рождества Христова / Написанные Петром Хрущовым.","nlr_1"
"132","425_Милькеев Е._Стихотворения / [Соч.] Е. Милькеева.","nlr_1"
"133","425_Милькеев Е._Стихотворения / [Соч.] Е. Милькеева.","rsl"
"134","425_Милькеев Е._Стихотворения / [Соч.] Е. Милькеева.","roz_1"
"135","425_Милькеев Е._Стихотворения / [Соч.] Е. Милькеева.","us_harvard"
"136","425_Милькеев Е._Стихотворения / [Соч.] Е. Милькеева.","fi_sl"
"137","426_Прощаков А._Стихотворения Александра Прощакова","nlr_1"
"138","426_Прощаков А._Стихотворения Александра Прощакова","roz_1"
"139","427_NA_Опечатки : [Сб. ориг. и пер. стихотворений].","nlr_1"
"140","427_NA_Опечатки : [Сб. ориг. и пер. стихотворений].","rsl"
"141","427_NA_Опечатки : [Сб. ориг. и пер. стихотворений].","roz_1"
"142","427_NA_Опечатки : [Сб. ориг. и пер. стихотворений].","us_harvard"
"143","427_NA_Опечатки : [Сб. ориг. и пер. стихотворений].","cz_slk"
"144","427_NA_Опечатки : [Сб. ориг. и пер. стихотворений].","fi_sl"
"145","428_Жмакин В._Часы досуга : Стихотворения В. Жмакина.","nlr_1"
"146","428_Жмакин В._Часы досуга : Стихотворения В. Жмакина.","rsl"
"147","429_Кара-Искандер_Стихотворения Кара-Искандера","nlr_1"
"148","429_Кара-Искандер_Стихотворения Кара-Искандера","rsl"
"149","429_Кара-Искандер_Стихотворения Кара-Искандера","fi_sl"
"150","430_Колотенко Н._Стихотворения : В 2 ч / Изд. Н. Колотенко.","nlr_1"
"151","430_Колотенко Н._Стихотворения : В 2 ч / Изд. Н. Колотенко.","roz_1"
"152","431_Любимов Н._Стихотворения Николая Любимова.","nlr_1"
"153","431_Любимов Н._Стихотворения Николая Любимова.","rsl"
"154","431_Любимов Н._Стихотворения Николая Любимова.","fi_sl"
"155","442_Иванов Н._Религиозные песни и думы / [Соч.] Николая Иванова.","nlr_1"
"156","442_Иванов Н._Религиозные песни и думы / [Соч.] Николая Иванова.","rsl"
"157","449_Ильин П._Мои фантазии : [Стихи и рассказы] / Соч. Павла Ильина.","nlr_1"
"158","449_Ильин П._Мои фантазии : [Стихи и рассказы] / Соч. Павла Ильина.","rsl"
"159","455_Масальский К._Сочинения Константина Масальского : В 5 ч. Ч. 5: : I. Басни ; II. Мелкие стихотворения ; III. Классик и романтик ; IV. Модест Правдин, или Терпи, казак, атаман будешь","nlr_1"
"160","455_Масальский К._Сочинения Константина Масальского : В 5 ч. Ч. 5: : I. Басни ; II. Мелкие стихотворения ; III. Классик и романтик ; IV. Модест Правдин, или Терпи, казак, атаман будешь","rsl"
"161","455_Масальский К._Сочинения Константина Масальского : В 5 ч. Ч. 5: : I. Басни ; II. Мелкие стихотворения ; III. Классик и романтик ; IV. Модест Правдин, или Терпи, казак, атаман будешь","roz_1"
"162","455_Масальский К._Сочинения Константина Масальского : В 5 ч. Ч. 5: : I. Басни ; II. Мелкие стихотворения ; III. Классик и романтик ; IV. Модест Правдин, или Терпи, казак, атаман будешь","us_harvard"
"163","455_Масальский К._Сочинения Константина Масальского : В 5 ч. Ч. 5: : I. Басни ; II. Мелкие стихотворения ; III. Классик и романтик ; IV. Модест Правдин, или Терпи, казак, атаман будешь","cz_slk"
"164","455_Масальский К._Сочинения Константина Масальского : В 5 ч. Ч. 5: : I. Басни ; II. Мелкие стихотворения ; III. Классик и романтик ; IV. Модест Правдин, или Терпи, казак, атаман будешь","fi_sl"
"165","457_NA_Коммеражи : Посвящ. à ces dames / Рис. грав. на дереве бароном К. Клотом и Е. Бернардским.","nlr_1"
"166","457_NA_Коммеражи : Посвящ. à ces dames / Рис. грав. на дереве бароном К. Клотом и Е. Бернардским.","rsl"
"167","457_NA_Коммеражи : Посвящ. à ces dames / Рис. грав. на дереве бароном К. Клотом и Е. Бернардским.","roz_1"
"168","457_NA_Коммеражи : Посвящ. à ces dames / Рис. грав. на дереве бароном К. Клотом и Е. Бернардским.","cz_slk"
"169","458_Полонский Я.П._Гаммы : Стихотворения Я.П. Полонского.","nlr_1"
"170","458_Полонский Я.П._Гаммы : Стихотворения Я.П. Полонского.","rsl"
"171","458_Полонский Я.П._Гаммы : Стихотворения Я.П. Полонского.","roz_1"
"172","458_Полонский Я.П._Гаммы : Стихотворения Я.П. Полонского.","fi_sl"
"173","460_Суслов И._Эхо берегов Сосны : Стихотворения И. Суслова: В 2 ч. Ч. 1","nlr_1"
"174","460_Суслов И._Эхо берегов Сосны : Стихотворения И. Суслова: В 2 ч. Ч. 1","rsl"
"175","460_Суслов И._Эхо берегов Сосны : Стихотворения И. Суслова: В 2 ч. Ч. 1","roz_1"
"176","461_Суслов И._Эхо берегов Сосны : Стихотворения И. Суслова: В 2 ч. Ч. 2","nlr_1"
"177","461_Суслов И._Эхо берегов Сосны : Стихотворения И. Суслова: В 2 ч. Ч. 2","rsl"
"178","461_Суслов И._Эхо берегов Сосны : Стихотворения И. Суслова: В 2 ч. Ч. 2","roz_1"
"179","461_Суслов И._Эхо берегов Сосны : Стихотворения И. Суслова: В 2 ч. Ч. 2","fi_sl"
"180","462_Хомяков А.С._24 стихотворения / [Соч.] А.С. Хомякова","nlr_1"
"181","462_Хомяков А.С._24 стихотворения / [Соч.] А.С. Хомякова","rsl"
"182","462_Хомяков А.С._24 стихотворения / [Соч.] А.С. Хомякова","roz_1"
"183","462_Хомяков А.С._24 стихотворения / [Соч.] А.С. Хомякова","ee_ester"
"184","463_Языков Н.М._[56] стихотворений / [Соч.] Н.М. Языкова","nlr_1"
"185","463_Языков Н.М._[56] стихотворений / [Соч.] Н.М. Языкова","rsl"
"186","463_Языков Н.М._[56] стихотворений / [Соч.] Н.М. Языкова","roz_1"
"187","463_Языков Н.М._[56] стихотворений / [Соч.] Н.М. Языкова","fi_sl"
"188","466_Браславский П._Стихотворения Павла Браславского.","nlr_1"
"189","468_Анненкова В._Для избранных : Стихотворения Варвары Анненковой.","nlr_1"
"190","468_Анненкова В._Для избранных : Стихотворения Варвары Анненковой.","rsl"
"191","469_Кречетов Е._Мои досуги, или Безделки от безделья : Стихотворения Е. Кречетова.","nlr_1"
"192","469_Кречетов Е._Мои досуги, или Безделки от безделья : Стихотворения Е. Кречетова.","rsl"
"193","477_Белопашенцов В._Русская слава : Стихотворения Виссариона Белопашенцова","nlr_1"
"194","477_Белопашенцов В._Русская слава : Стихотворения Виссариона Белопашенцова","rsl"
"195","482_Охлебинин Н._Басни Николая Охлебинина : В 3 кн","nlr_1"
"196","482_Охлебинин Н._Басни Николая Охлебинина : В 3 кн","rsl"
"197","490_Адельсон З._Полночь. 1844-1845 [Текст] : [Буря]. [Стихотворения] / Cоч. З.Адельсон","nlr_1"
"198","490_Адельсон З._Полночь. 1844-1845 [Текст] : [Буря]. [Стихотворения] / Cоч. З.Адельсон","rsl"
"199","490_Адельсон З._Полночь. 1844-1845 [Текст] : [Буря]. [Стихотворения] / Cоч. З.Адельсон","roz_1"
"200","491_Боде А._Литературные плоды бессонницы : [Соч.] бар. Александра Боде","nlr_1"
"201","491_Боде А._Литературные плоды бессонницы : [Соч.] бар. Александра Боде","roz_1"
"202","492_Губер Э._Стихотворения / [Соч.] Эдуарда Губера","nlr_1"
"203","492_Губер Э._Стихотворения / [Соч.] Эдуарда Губера","rsl"
"204","492_Губер Э._Стихотворения / [Соч.] Эдуарда Губера","roz_1"
"205","492_Губер Э._Стихотворения / [Соч.] Эдуарда Губера","us_harvard"
"206","492_Губер Э._Стихотворения / [Соч.] Эдуарда Губера","fi_sl"
"207","493_Лизандер Д._Стихотворения Дмитрия фон-Лизандера","nlr_1"
"208","493_Лизандер Д._Стихотворения Дмитрия фон-Лизандера","rsl"
"209","493_Лизандер Д._Стихотворения Дмитрия фон-Лизандера","roz_1"
"210","493_Лизандер Д._Стихотворения Дмитрия фон-Лизандера","us_harvard"
"211","496_Филимонов В._Москва : Три песни / [Соч.] Владимира Филимонова","nlr_1"
"212","496_Филимонов В._Москва : Три песни / [Соч.] Владимира Филимонова","rsl"
"213","496_Филимонов В._Москва : Три песни / [Соч.] Владимира Филимонова","roz_1"
"214","496_Филимонов В._Москва : Три песни / [Соч.] Владимира Филимонова","fi_sl"
"215","497_Языков Н._Новые стихотворения Н. Языкова","nlr_1"
"216","497_Языков Н._Новые стихотворения Н. Языкова","rsl"
"217","497_Языков Н._Новые стихотворения Н. Языкова","roz_1"
"218","497_Языков Н._Новые стихотворения Н. Языкова","fi_sl"
"219","498_NA_Московский театрал : Куплеты И.А.","nlr_1"
"220","498_NA_Московский театрал : Куплеты И.А.","rsl"
"221","498_NA_Московский театрал : Куплеты И.А.","roz_1"
"222","501_Дараган М._Заметки : Стихотворения М. Дарагана","nlr_1"
"223","503_Штавер П._Стихотворения / [Соч.] Петра Штавера","nlr_1"
"224","503_Штавер П._Стихотворения / [Соч.] Петра Штавера","rsl"
"225","503_Штавер П._Стихотворения / [Соч.] Петра Штавера","cz_slk"
"226","506_Ив-ни-со…_Весенний вечер или собрание сочинений / Соч. кн. Ив-ни-со...","nlr_1"
"227","507_NA_Отрывки в стихах и прозе","nlr_1"
"228","510_Зубов П._Стихи Платона Зубова","nlr_1"
"229","637_Крылов И._Басни И.А. Крылова : В 9 кн.","nlr_1"
"230","637_Крылов И._Басни И.А. Крылова : В 9 кн.","rsl"
"231","637_Крылов И._Басни И.А. Крылова : В 9 кн.","roz_1"
"232","637_Крылов И._Басни И.А. Крылова : В 9 кн.","us_harvard"
"233","637_Крылов И._Басни И.А. Крылова : В 9 кн.","fi_sl"
"234","646_Ваненко И._Звездочка: В 2 ч. / Разные сочинения Ивана Ваненко","nlr_1"
"235","646_Ваненко И._Звездочка: В 2 ч. / Разные сочинения Ивана Ваненко","rsl"
"236","646_Ваненко И._Звездочка: В 2 ч. / Разные сочинения Ивана Ваненко","fi_sl"
"237","648_NA_Метеор : [Сб. стихотворений] : На 1845 год.","nlr_1"
"238","648_NA_Метеор : [Сб. стихотворений] : На 1845 год.","rsl"
"239","648_NA_Метеор : [Сб. стихотворений] : На 1845 год.","fi_sl"
"240","720_NA_Рассвет : Соч. в стихах и прозе.","nlr_1"
"241","720_NA_Рассвет : Соч. в стихах и прозе.","rsl"
